generated_query,device_info,language
"Laundry ne AiOptimalDry koro, ane pankho chalu karo, ane freezer nu temperature 12 par set karo.","[{'device': 'dryer', 'mode': 'AiOptimalDry', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SetFreezerTemp', 'args': {'temperature': 12}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Romanised Gujarati (Latin)
"Fan on maadi, matte entertainment alli local weather search maadi, hagu laundry AirFluff shuru maadi.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'search', 'args': {'input': 'local weather'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'AirFluff', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Romanised Kannada (Latin)
"Kapda dhovanu sharu karo, pachi entertainment par hotstar kholo, ane sathe sathe cooling ne sleep mode par muko.","[{'device': 'washer', 'mode': 'Normal', 'args': {'load_type': 'regular', 'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Hotstar'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Sleep', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Gujarati (Latin)
एसी बंद करा.,"[{'device': 'ac', 'mode': 'PowerOff', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Marathi (Devanagari)
پنکھا چلا دو۔,"[{'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Urdu (Nastaliq)
fan anna swayamchalitha modige haaki.,"[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Kannada (Kannada Script)
"Pehlan microwave nu 6 minute lyi Quick Defrost te laao, phir dryer nu Denim mode te chalaao, te ant vich TV guide kholo.","[{'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 6.0}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Romanised Punjabi (Latin)
"എ.സി. ഓഫ് ചെയ്ത ശേഷം, ടിവി 450-ആം ചാനലിലേക്ക് മാറ്റുക, അപ്പോൾ തന്നെ വാഷർ സാധാരണ രീതിയിൽ സ്റ്റീം ചെയ്യാൻ തുടങ്ങുക.","[{'device': 'ac', 'mode': 'PowerOff', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'channel', 'args': {'number': 450}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'PowerSteam', 'args': {'soil_level': 'normal'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
"Fridge AIRefrigeration start cheyyu, appo thanne microwave AutoCook start aaku. Athu kazhinju dryer SteamRefresh cheyyu 9 item vechu partial wet aanengil, pinne fan auto mode il aaku, athu kazhinju entertainment 136 minutes record cheyyu.","[{'device': 'fridge', 'mode': 'AIRefrigeration', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 9, 'load_status': 'partial_wet'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'record', 'args': {'duration': 136}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Malayalam (Latin)
"Fridge ka temperature minus teen koro, phir cooling ko quiet mode pe set koro, aur saath mein tv ko mute koro aur dryer ko synthetic fabric ke liye superspeed pe chalao.","[{'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': -3}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Quiet', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'mute'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
"மைக்ரோவேவை 220 டிகிரியில் 19.5 நிமிடம் சூடாக்கி, பிறகு துணிகளைச் சுத்தம் செய்யத் தொடங்கவும். அடுத்து, ஸ்பாடிஃபை ஆப் திறக்கவும். கடைசியாக, குளிர்சாதனப் பெட்டியின் பிரகாசத்தை 4 ஆக மாற்றவும்.","[{'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 220, 'time': 19.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SteamSanitize', 'args': {'colorfast': False, 'soil_level': 'normal'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Spotify'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 4}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Tamil (Tamil Script)
फ्रिज की डिस्प्ले ब्राइटनेस लेवल 2 पर सेट करो।,"[{'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 2}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Hindi (Devanagari)
ഫ്രിഡ്ജിന്റെ ഫ്രീസർ 40 മിനിറ്റിനുള്ളിൽ ഫ്രിഡ്ജായി മാറ്റുക.,"[{'device': 'fridge', 'mode': 'ConvertFreezerToFridge', 'args': {'duration': 40}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Malayalam (Malayalam Script)
"Start a small SuperSpeed cycle on the laundry and set the fan to auto, then after that, convert the freezer to a fridge for 31 days.","[{'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 'small'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ConvertFreezerToFridge', 'args': {'duration': 31}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",English (Latin)
"ड्रायरला रिंकलफ्री कपड्यांसाठी चालू कर, मग पंखा ऑटो मोडवर ठेव. त्यानंतर टीव्ही ६८ मिनिटांसाठी रेकॉर्ड कर. मग फ्रिज सेल्फ-क्लीन मोडवर टाक आणि शेवटी वॉशर लहान लोडसाठी सुपरस्पीड मोडवर चालव.","[{'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'record', 'args': {'duration': 68}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 'small'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Marathi (Devanagari)
Pehle pankha chalao aur fridge ka child lock band karo.,"[{'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
ਮਾਈਕ੍ਰੋਵੇਵ ਵਿੱਚ ਆਟੋਕੁੱਕ ਸ਼ੁਰੂ ਕਰੋ ਅਤੇ ਫਿਰ ਹੀਟਿੰਗ ਚਲਾਓ।,"[{'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Heat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Punjabi (Gurmukhi)
"குளிர்சாதன பெட்டியில் சைல்ட் லாக் ஆன் பண்ணுங்க, அப்புறம் மின்விசிறியை ஆஃப் பண்ணிட்டு வாஷர்ல ஈகோ கோல்டு மோடுல லைட் சாயில் லெவல்ல போட்டு டிவியில நாலூத்தி இருபத்தி ஆறு சேனல் வைங்க.","[{'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'EcoCold', 'args': {'soil_level': 'light'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'channel', 'args': {'number': 426}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Tamil (Tamil Script)
"AC beep sound off pannu, washer la large load podu.","[{'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 'large'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]",Romanised Tamil (Latin)
ایئر کنڈیشنر کو سونے کے موڈ پر ڈالیں، اس کے بعد ٹی وی کی آواز بحال کریں، اور فرج کا فریزر درجہ حرارت 8 پر سیٹ کریں اور پنکھا بند کردیں۔,"[{'device': 'ac', 'mode': 'Sleep', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'unmute'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SetFreezerTemp', 'args': {'temperature': 8}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Urdu (Nastaliq)
"Microwave pe AutoCook chalao, phir TV ki info dikhao, aur uske baad AC ko EnergySaving mode par set kardo.","[{'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'info', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'EnergySaving', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Urdu (Latin)
"prothome laundry AI OptiWash koro, ebong tarpor cooling Filter Clean korar shathei fridge AI Refrigeration koro, pore fan ta bondho koro.","[{'device': 'washer', 'mode': 'AIOptiWash', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FilterClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'AIRefrigeration', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Bengali (Bangla)
"Fan-nte speed randu level kurachu kazhinju, microwave-il adha soft cheyyan thudangunna samayathu thanne fridge-il EnergySavingMode 19 hours-ekku start cheyyu.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 2}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Soften', 'args': {'time': 0.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'EnergySavingMode', 'args': {'duration': 19}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Malayalam (Latin)
Cooling auto pe kar do.,"[{'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Romanised Urdu (Latin)
"Pehla dryer ne Delicates par set karo, pachi washer ne RinseSpin par set karo, ane sathe fridge ne PowerCool koro.","[{'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'RinseSpin', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Gujarati (Latin)
"Pehle cooling turbo koro, phir pankha chalao.","[{'device': 'ac', 'mode': 'Turbo', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
"প্রথমে কাপড় কাঁচাটা কালারস মোডে চালাও, তারপর টিভিটা চালু করে হটস্টার খোল, এরপর মাইক্রোওয়েভটা অটো কুক মোডে দাও, এবং সবশেষে ফ্যানের স্পীডটা বাড়িয়ে দাও।","[{'device': 'washer', 'mode': 'Colors', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Hotstar'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Bengali (Bangla)
"এসি এর তাপমাত্রা ২৬ করো, তারপর ফ্রিজ পাওয়ার ফ্রিজ করো, তারপর মাইক্রোওয়েভ প্রিয় প্রোগ্রাম চালাও, এরপর ড্রায়ার স্টিম স্যানিটাইজ করো যখন লোড শুকনো হবে।","[{'device': 'ac', 'mode': 'TemperatureControl', 'args': {'temperature': 26}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'PowerFreeze', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SteamSanitize', 'args': {'load_status': 'dry'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Bengali (Bangla)
એસી ચાલુ કરો અને રેફ્રિજરેટરનું તાપમાન 5 ડિગ્રી પર સેટ કરો.,"[{'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': 5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Gujarati (Gujarati Script)
"Fridge madhli ice maker band kara ani hava dehumidify kar, mag delicate cycle madhe wool dhuvayla tak.","[{'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'wool'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Dehumidify', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Marathi (Latin)
uththa dharege haaki,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Kannada (Kannada Script)
"laundry te denim koro, tarpor cooling ta dry mode e dao.","[{'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Dry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Bengali (Bangla)
undu swalpa bega haaki matte entertainment volume kammi madu.,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'decrease by', 'level': 64}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Kannada (Latin)
"প্রথমে ফ্রিজের ডিওডোরাইজেশন ২৭ মিনিটের জন্য চালাও, এবং একই সাথে টিভি এইচডিএমআই১ এ লাগাও আর লন্ড্রিতে স্টিম নরমাল চালাও।","[{'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 27}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'inputSource', 'args': {'source': 'HDMI1'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SteamNormal', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Bengali (Bangla)
