generated_query,device_info
"टीवी का मेनू खोलो, पंखा ऑटो मोड पर चलाओ, वाशर में 10 किलो का कंबल धोने के लिए लगाओ, एसी का बीप साउंड चालू करो, और माइक्रोवेव को ऑटो कुक मोड में सेट करो.","[{'device': 'tv', 'mode': 'menu', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'blanket', 'load_size': 10}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"Dryer ko 102 minutes ke liye TimeDry mode mein chalao, saath hi fan ki speed 2 level badhao, aur microwave ko Deodorize mode mein shuru karo.","[{'device': 'dryer', 'mode': 'TimeDry', 'args': {'duration': 102}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 2}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
Pankhe ki speed do level badhao.,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 2}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
खाने को नरम करने के लिए माइक्रोवेव 30.5 सेकंड के लिए चालू करो और उसके बाद फ्रिज को वेकेशन मोड में डाल दो।,"[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 30.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the washer on EcoCold mode with heavy soil level. After the microwave finishes QuickDefrost for 7 minutes, turn on the fridge door alarm.","[{'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 7.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'EcoCold', 'args': {'soil_level': 'heavy'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Increase the fan speed by 5, then start the towel wash.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Towels', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Start the washing machine on the permanent press cycle for cotton with heavy soil.,"[{'device': 'washer', 'mode': 'PermPress', 'args': {'fabric_type': 'cotton', 'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Turn on the door alarm for the cooling appliance, and at the same time, start the microwave's favorite setting.","[{'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"पहले कमरे का ठंडा करने वाला बंद कर दो, फिर कपड़े धोने की मशीन को सुपर स्पीड पर छोटे लोड के लिए चालू करो, साथ ही टीवी में आवाज़ की सेटिंग खोलो। जब कपड़े धुल जाएं तो पंखा बंद कर देना, और उसके बाद फ्रिज को स्मार्ट ग्रिड पर सेट कर देना।","[{'device': 'ac', 'mode': 'PowerOff', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 'small'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'settings', 'args': {'menu': 'sound'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Entertainment wale device ki settings mein sound menu kholo.,"[{'device': 'tv', 'mode': 'settings', 'args': {'menu': 'sound'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"AC का स्विंग चालू करो और पंखा ऑटो मोड पर चलाओ, फिर जब ड्रायर सिंथेटिक कपड़ों के लिए नार्मल मोड पर चल जाए","[{'device': 'ac', 'mode': 'Swing', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Normal', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"TV par details dikhao, phir dryer ko small load par chalao. Uske baad, washer ko SteamWhites mode me bina bleach ke istemal karo. Jab washer khatam ho jaye, tab fan ko auto mode par set karo. Aakhir mein, fridge ka ice maker on kar do.","[{'device': 'tv', 'mode': 'info', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SmallLoad', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SteamWhites', 'args': {'bleach_option': 'no'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Open Netflix on the TV. After the microwave is done with its favorite program, turn on the AC to cool the room.","[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Netflix'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Cool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Kapde dhone wali machine ko SuperSpeed mode mein 4 load size ke saath chalao, AC ke fan speed ko auto pe set karo, entertainment unit pe current information dikhao aur dryer ko Sanitize mode mein start karo.","[{'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 4}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FanSpeed', 'args': {'speed': 'auto'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'info', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Sanitize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"Start power cooling on the refrigerator, run the dryer on PermPress mode for cotton fabrics, turn on the fan, turn off the swing mode on the cooling, and start a small load of 6 items in the washing machine.","[{'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Swing', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 6}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"पहले सिंथेटिक कपड़ों के लिए वाशिंग मशीन को डेलिकेट मोड में चलाओ, और साथ ही फ्रिज को 48 मिनट के लिए डिओडोराइज़ करो.","[{'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 48}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"माइक्रोवेव में कुछ नरम करो, लगभग 7.5 मिनट के लिए, फिर जब वो हो जाए तो कपड़े धोने की मशीन में ऊनी कपड़े धोना शुरू कर दो, मीडियम लोड पर.","[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 7.5}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
